Title,Video ID,Video URL,Channel Title,Misleading Video,False Promises ,Exaggerated Video,Spam Content ,Exploits Curiosity Gap :,Label
OMG: Sonakshi Sinha Got Arrested ! What Is The Truth Behind The Viral Video,CRWDYbKyq8M,https://www.youtube.com/watch?v=CRWDYbKyq8M,Crazy 4 Bollywood,No,Yes,Yes,Yes,Yes,Clickbait
सलमान खान ने कर ली शादी? Salman Khan And Katrina Kaif Get Married | LEAKED VIDEO,gZ0H3jmOPDg,https://www.youtube.com/watch?v=gZ0H3jmOPDg,Begam Jaan,Yes,Yes,No,Yes,Yes,Clickbait
Ranbir Kapoor Shocking Controversies,UPFxplPTpUU,https://www.youtube.com/watch?v=UPFxplPTpUU,Bollywood Papa,No,No,No,Yes,Yes,Clickbait
"Bollywood Celebrity STRONG Reaction on FIlmfare Controversy | Taapsee Pannu, Himesh Reshammiya",FdzptbGaAkY,https://www.youtube.com/watch?v=FdzptbGaAkY,Viralbollywood,No,Yes,Yes,No,No,Clickbait
"अजय देवगन और काजोल की शादी का सच, पूरा बॉलीवुड हुआ भावुक, Bollywood news",v5cPP_eHqq8,https://www.youtube.com/watch?v=v5cPP_eHqq8,ANV Bollywood Masala,No,Yes,Yes,No,Yes,Clickbait
"This Popular Actress Announces Her 3rd Pregnancy, Wants A Baby Girl",XzZv_3HxohA,https://www.youtube.com/watch?v=XzZv_3HxohA,Bollywood Now,No,No,No,Yes,Yes,Clickbait
Saif Ali Khan's Epic Reaction On Age Gap With Kareena Kapoor Khan | Talks About His Chemistry,KA6kkwe2zUI,https://www.youtube.com/watch?v=KA6kkwe2zUI,Bollywood Now,Yes,Yes,Yes,No,Yes,Clickbait
Ibrahim Ali Khan To Play Cricket For India Like His Grandfather ? Fans React,cgY3_mbgR0Q,https://www.youtube.com/watch?v=cgY3_mbgR0Q,Bollywood Now,Yes,Yes,No,No,No,Clickbait
"जब अजय के प्यार में बेशर्मी की सारी हदें पार की रवीना टंडन! Raveena Tandon And Ajay, Lovestory",qUJ97XqAwO0,https://www.youtube.com/watch?v=qUJ97XqAwO0,Sharlyn TV,Yes,Yes,Yes,Yes,No,Clickbait
इन 5 फिल्मों में Akshay Kumar ने की बेशर्मी की सारी हदें पार नहीं देखना चाहती पत्नी Twinkle Khanna..,D59npKW7lgQ,https://www.youtube.com/watch?v=D59npKW7lgQ,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
"Disha Patani & Tiger Shroff, बिना शादी किए ही आपने बॉयफ्रेंड के साथ बना रही हैं हनीमून!",fXG-N0-susY,https://www.youtube.com/watch?v=fXG-N0-susY,Sharlyn TV,Yes,Yes,Yes,Yes,No,Clickbait
Priyanka Chopra Was Caught When She Hid Her Boyfriend In Her Closet | SHOCKING Incident,WgRtTU3Aeb0,https://www.youtube.com/watch?v=WgRtTU3Aeb0,Bollywood Now,Yes,No,Yes,Yes,No,Clickbait
Karan Johar REJECTED This Famous Bollywood Heroine's Marriage Proposal Thrice | Reveals Reason,sB1m5zW1b5A,https://www.youtube.com/watch?v=sB1m5zW1b5A,Bollywood Now,Yes,Yes,Yes,Yes,No,Clickbait
Alia Bhatt To Challenge Salman Khan This Eid 2021? | To Surprise Fans? | Details Revealed,D4lzFteAOZY,https://www.youtube.com/watch?v=D4lzFteAOZY,Bollywood Now,Yes,Yes,Yes,Yes,Yes,Clickbait
Nick Jonas REVEALS Details About Having Kids With Priyanka Chopra | Nick Against Priyanka's Wish?,VQHU-cdxOcE,https://www.youtube.com/watch?v=VQHU-cdxOcE,Bollywood Now,Yes,Yes,No,Yes,No,Clickbait
"पुराने फ़िल्मी गंदे सीन, जिनके आगे नयी फिल्मे भी है फीकी || bollywood double meaning scenes",i7CZpxX8ZhU,https://www.youtube.com/watch?v=i7CZpxX8ZhU,अचंभित दुनिया,No,Yes,Yes,Yes,No,Clickbait
बॉलीवुड की इन 10 हीरोइन ने कपड़े खोलकर अपना सब कुछ दिखा दिया | Bollywood Actresses,3-ZkRwBN54s,https://www.youtube.com/watch?v=3-ZkRwBN54s,Science Forum,Yes,Yes,Yes,Yes,Yes,Clickbait
सलमान ख़ान ने की पूजा मिश्रा की चूदाईं - Salman Khan Ne Ki Puja Mishra Ki Chudaai,Gs6KAYTaw5k,https://www.youtube.com/watch?v=Gs6KAYTaw5k,Sumit Kachhawa,Yes,Yes,No,Yes,No,Clickbait
Bollywood के सितारों का MMS Video हुआ लीक | Leaked Video Scandal,MODKBF7RnNc,https://www.youtube.com/watch?v=MODKBF7RnNc,Gossip Show,Yes,Yes,No,Yes,No,Clickbait
Very Good News For Deepika Padukone in 2021,2vLzeSC0UP8,https://www.youtube.com/watch?v=2vLzeSC0UP8,Smoky Evening,No,Yes,Yes,No,Yes,Clickbait
"Finally, Mouni Roy is Getting Married with Her Boyfriend",dytncO3M_QQ,https://www.youtube.com/watch?v=dytncO3M_QQ,Smoky Evening,Yes,Yes,No,Yes,No,Clickbait
Why Salman Khan Hate Amitabh Bachchan So Much,h2mecvSfT8w,https://www.youtube.com/watch?v=h2mecvSfT8w,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
Amitabh Bachchan Really Making Fun of Anushka Sharma's Baby ?,TPESHXe8B0I,https://www.youtube.com/watch?v=TPESHXe8B0I,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
"SHOCKING Plastic Surgery of Bollywood Actresses BEFORE & AFTER | Aishwarya,Priyanka,Anushka,Karisma",JYeP0xZYvEk,https://www.youtube.com/watch?v=JYeP0xZYvEk,Gossip Show,Yes,No,Yes,Yes,Yes,Clickbait
बाथरुम में यह काम करते हैं पापा श्रद्धा कपूर | Gossip Show | bollywood,Frm0lAhU_vU,https://www.youtube.com/watch?v=Frm0lAhU_vU,Gossip Show,Yes,Yes,No,Yes,Yes,Clickbait
Truth behind Aishwarya Rai Bachchan suicide attempt,JYOaPvZ5ur0,https://www.youtube.com/watch?v=JYOaPvZ5ur0,IndiaGlitz Telugu Movies,Yes,Yes,No,Yes,Yes,Clickbait
"Bollywood Actress Dark Secret,   बॉलीवुड  के इन हीरोनो की कली सचाई आपके होश उड़ा देगी!",YIA3Sjy21aA,https://www.youtube.com/watch?v=YIA3Sjy21aA,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
"Secret Love Affair of Bollywood Star Kids | Sara Ali Khan, Ananya Panday, Janhvi Kapoor",NGqLkCUWxKI,https://www.youtube.com/watch?v=NGqLkCUWxKI,Smoky Evening,Yes,No,No,Yes,Yes,Clickbait
प्रियंका चोपड़ा ने बताई अपनी पहली रात की पूरी कहानी!priyanka chopra and nick jones honeymoon story..,6uyjmt23Y4Q,https://www.youtube.com/watch?v=6uyjmt23Y4Q,Sharlyn TV,Yes,Yes,No,Yes,No,Clickbait
Anushka Sharma और Virat Kohli ने SHARE की अपनी बेटी की पहली Photo डालते हुई वायरल!,cVj87Pef-Y8,https://www.youtube.com/watch?v=cVj87Pef-Y8,Sharlyn TV,Yes,Yes,No,Yes,No,Clickbait
Disha Tiger के बाद अब 25 साल की Tara Sutaria बिना शादी किए ही आपने बॉयफ्रेंड के साथ बना रही हनीमून,IA-Lk2LlvkI,https://www.youtube.com/watch?v=IA-Lk2LlvkI,Sharlyn TV,Yes,Yes,No,Yes,No,Clickbait
कैसे 19 साल की उम्र में इतनी हॉट और जवान दिखाती है Shahrukh Khan की बेटी Suhana Khan.,wC5V5t-RqgY,https://www.youtube.com/watch?v=wC5V5t-RqgY,Sharlyn TV,Yes,Yes,No,Yes,Yes,Clickbait
प्रियंका चोपड़ा ने जब खोली पोल अक्षय कुमार priyanka chopra and akshay kumar controvercy..,2FqGzmKf1fg,https://www.youtube.com/watch?v=2FqGzmKf1fg,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
"डिलीट होने से पहले देख ले रणवीर सिंह के काले कारनामे!Top 5 Dirty Secrets of Ranveer Singh,",W_u61jekEeU,https://www.youtube.com/watch?v=W_u61jekEeU,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
Video Viral जब Akshay Kumar ने Jacqueline Fernandez की निकलवा थी चीखे!,nIf3TbCsT7M,https://www.youtube.com/watch?v=nIf3TbCsT7M,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
Bachchan परिवार Aishwarya के इस शौक पर करोड़ों खर्च करके थक चुका है,gqht0qzWWko,https://www.youtube.com/watch?v=gqht0qzWWko,Gossip Show,Yes,Yes,No,Yes,Yes,Clickbait
मां बनने के बारे में Kangna Ranaut ने किया बड़ा खुलासा,KdV2lNfHerk,https://www.youtube.com/watch?v=KdV2lNfHerk,Gossip Show,Yes,No,Yes,Yes,No,Clickbait
राजनीति में क्यों कदम रखेगी आराध्या बच्चन ? Amitabh Bachchan Aaradhya Bachchan,PCkxDa5vDBo,https://www.youtube.com/watch?v=PCkxDa5vDBo,Gossip Show,Yes,Yes,No,Yes,Yes,Clickbait
Shocking Valentine Gift From Arjun Kapoor to Malaika Arora,UPnKAn3_AB4,https://www.youtube.com/watch?v=UPnKAn3_AB4,Smoky Evening,Yes,Yes,Yes,Yes,No,Clickbait
Khushi Kapoor is in Huge Problem Now,BzJoXeVblJg,https://www.youtube.com/watch?v=BzJoXeVblJg,Smoky Evening,No,Yes,Yes,No,No,Clickbait
Secret Planning of Katrina Kaif and Vicky Kaushal,vQZzpXS66dM,https://www.youtube.com/watch?v=vQZzpXS66dM,Smoky Evening,No,Yes,No,Yes,Yes,Clickbait
Kareena Kapoor is Predicted to Have a Baby Girl,2kcjVK84lKU,https://www.youtube.com/watch?v=2kcjVK84lKU,Smoky Evening,Yes,No,No,Yes,No,Clickbait
Abhishek Bachchan On His Divorce with Aishwarya Rai Bachchan,VWpyZlkIWgc,https://www.youtube.com/watch?v=VWpyZlkIWgc,Smoky Evening,Yes,Yes,No,Yes,No,Clickbait
Jacqueline Fernandez Insulted Alia Bhatt in Public,VBPtc7rzVE8,https://www.youtube.com/watch?v=VBPtc7rzVE8,Smoky Evening,Yes,Yes,Yes,Yes,No,Clickbait
"Sad News For Dharmendra Fans, Dharmendra Death News, Bollywood ( BBC24 NEWS )",to8mQVw1Lso,https://www.youtube.com/watch?v=to8mQVw1Lso,DELHI HAI,Yes,Yes,Yes,Yes,No,Clickbait
"नहीं रहे धर्मेंद्र, बॉलीवुड को एक और बड़ा झटका, कितना सच, कितना झूठ ! Dharmendra",pc9nErTk4MM,https://www.youtube.com/watch?v=pc9nErTk4MM,Shivaनी TV,Yes,Yes,Yes,Yes,Yes,Clickbait
Sad News For Dharmendra Deol Fans 😭 | Bollywood News | Salman khan | Sunny Deol | Online,KUYSym04w2k,https://www.youtube.com/watch?v=KUYSym04w2k,IN News 24,Yes,Yes,Yes,Yes,No,Clickbait
Dehat Bollywood actor Dharmendra  report news,6yvRQYlyQdg,https://www.youtube.com/watch?v=6yvRQYlyQdg,FS TV,Yes,Yes,No,Yes,No,Clickbait
Aishwarya Rai Bachchan & Abhishek Bachchan DIVORCE,mkekPpSo17E,https://www.youtube.com/watch?v=mkekPpSo17E,Bollywood Backstage,Yes,Yes,No,Yes,No,Clickbait
superstar AMITABH Bachchan DEAD! SHOCKING rumours about the actor,PvCkV2wdxLo,https://www.youtube.com/watch?v=PvCkV2wdxLo,Networkers Hub Education,Yes,Yes,Yes,Yes,No,Clickbait
"सोनाली बेन्द्रे की हुई मौत,Sonali Bendre Death News,Sonali Bendre Cancer",zDa-HzCFoIo,https://www.youtube.com/watch?v=zDa-HzCFoIo,Gold Price Aaj Ka,Yes,Yes,Yes,Yes,No,Clickbait
All Bollywood Celebs Latest EMOTIONAL Reaction On Sonali Bendre's Sudden SHOCKING News,YUdq6H3EcLE,https://www.youtube.com/watch?v=YUdq6H3EcLE,Home Bollywud,Yes,Yes,Yes,Yes,No,Clickbait
Famous Bollywood Actors Who Died Recently | Rishi Kapoor | Irrfan Khan | Sonali Bendre,qmaFtKtmLY0,https://www.youtube.com/watch?v=qmaFtKtmLY0,Celebrity Talk,Yes,Yes,Yes,Yes,No,Clickbait
"Sonali Bendre Death,सोनाली बेन्द्रे की हुई मिर्त्यु, बालीवुड में छाया मातम",AWUNSAlPbVQ,https://www.youtube.com/watch?v=AWUNSAlPbVQ,kitchen With Shayna,Yes,Yes,No,Yes,No,Clickbait
Bollywood actress Sonali Bendre dead news,OJsGmX4aUkk,https://www.youtube.com/watch?v=OJsGmX4aUkk,FS TV,Yes,Yes,Yes,Yes,No,Clickbait
Ayushmann Khuranna IS DEAD,2cIvKTQ9FJM,https://www.youtube.com/watch?v=2cIvKTQ9FJM,Bollywood Backstage,Yes,Yes,Yes,Yes,No,Clickbait
10 Secret Wife of Bollywood Actors,jkytlp91onQ,https://www.youtube.com/watch?v=jkytlp91onQ,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
10 Unknown First wife of Bollywood Actors,Lz36W8rt7do,https://www.youtube.com/watch?v=Lz36W8rt7do,Smoky Evening,Yes,Yes,No,No,Yes,Clickbait
10 Secret Extra Marital Affairs in Bollywood,JybE3-UX0sM,https://www.youtube.com/watch?v=JybE3-UX0sM,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
10 Dark Secrets And Mysteries About Bollywood Stars That is Still Hidden From The World,NpIsfBad98A,https://www.youtube.com/watch?v=NpIsfBad98A,Desi Trolls14,Yes,Yes,Yes,Yes,Yes,Clickbait
10 Unseen Beautiful Wives Of Bollywood Actors | You Never Seen Before,xucLvuB5Xgs,https://www.youtube.com/watch?v=xucLvuB5Xgs,Mr. Reporter,No,No,No,No,Yes,Clickbait
10 Open Secret Affairs of Bollywood Stars | Bollywood Actors and Actresses Love Stories |,wWkpiCWvAlc,https://www.youtube.com/watch?v=wWkpiCWvAlc,Filmi Log,Yes,No,No,Yes,No,Clickbait
10 Real Life Beautiful Wife Of Bollywood Heroes | You Never Seen,N6B-umOVnz4,https://www.youtube.com/watch?v=N6B-umOVnz4,Mr. Reporter,No,No,No,No,Yes,Clickbait
Bollywood Stars Secret Marriage  |  You Never Know,uCQfZluNq1I,https://www.youtube.com/watch?v=uCQfZluNq1I,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
"SECRET Tattoo of Bollywood Stars | Katrina Kaif, Priyanka Chopra, Alia Bhatt, Deepika Padukone",AAeSsVCsrA4,https://www.youtube.com/watch?v=AAeSsVCsrA4,Smoky Evening,Yes,Yes,No,No,Yes,Clickbait
Salman Khan news today | Salman Khan death news | Bollywood news | Bollywood latest news today,6NUC5BIvCEE,https://www.youtube.com/watch?v=6NUC5BIvCEE,Khabar Guru,Yes,Yes,No,Yes,No,Clickbait
Sonu Nigam WARNlNG To Salman Khan & Bhushan Kumar After Sushant Singh Rajput Facing Nepotism,G_lpQG4fNlI,https://www.youtube.com/watch?v=G_lpQG4fNlI,Bol Bollywood,No,No,Yes,Yes,Yes,Clickbait
"Katrina kaif death , #ketrinakaifdeathnews #salmankhandeathnews",v54d2CERsPY,https://www.youtube.com/watch?v=v54d2CERsPY,Teja Technical,Yes,Yes,Yes,Yes,No,Clickbait
"Real Age of Top 15 Bollywood Actors - Salman Khan, Shahrukh Khan, Aamir Khan",XQwm8ndZ2a4,https://www.youtube.com/watch?v=XQwm8ndZ2a4,Top 5,No,No,Yes,Yes,Yes,Clickbait
Salman Khan has died in a car accident /must watch/😅😅😅😅😅😅😅😅😅😅,CVldSgFnZyY,https://www.youtube.com/watch?v=CVldSgFnZyY,BHAT BROTHERS,Yes,Yes,Yes,Yes,No,Clickbait
"सलमान ख‍ान का हुअा कार एक्सिडेंट,Salman khan car accident,Bollywood Death",9X0BXGN2CdM,https://www.youtube.com/watch?v=9X0BXGN2CdM,Gold Price Aaj Ka,Yes,Yes,Yes,Yes,No,Clickbait
Kabir Singh Shahid Kapoor ki film set par Lagi Aag death news,tiR_1p2S6no,https://www.youtube.com/watch?v=tiR_1p2S6no,FS TV,Yes,Yes,No,Yes,No,Clickbait
Amitabh Bachchan Hospitalized in Serious Condition | Amitabh Bachchan Health | Bollywood Samachar,HvOyztlB4FM,https://www.youtube.com/watch?v=HvOyztlB4FM,Bollywood Samachar,Yes,Yes,Yes,Yes,No,Clickbait
AMITABH AND JAYA BACHHAN DIVORCE | AMITABH IS DEAD | AISHWARYA IS DEAD,B0QMeHPeWa4,https://www.youtube.com/watch?v=B0QMeHPeWa4,itsSamPra,Yes,Yes,Yes,Yes,No,Clickbait
Sanju: When Sanjay Dutt GRABBED Shahrukh Khan's neck ! Find Out | FilmiBeat,NPJscNvgeD0,https://www.youtube.com/watch?v=NPJscNvgeD0,FilmiBeat,No,Yes,Yes,No,Yes,Clickbait
Bollywood Stars who Got Divorced in 2020,1NZiG99SN7g,https://www.youtube.com/watch?v=1NZiG99SN7g,Smoky Evening,No,No,Yes,Yes,No,Clickbait
Bharti Singh An Unwanted Child !!,iShqIapTCV8,https://www.youtube.com/watch?v=iShqIapTCV8,Smoky Evening,Yes,Yes,Yes,Yes,No,Clickbait
Shree Devi Daughter Khushi Kapoor Get Embarrassed When Media Clicks Her Pictures,_YdXvZkngkc,https://www.youtube.com/watch?v=_YdXvZkngkc,WTF Bollywood News,Yes,Yes,Yes,No,No,Clickbait
Good News: Virat Kohli & Anushka Sharma Blessed with Baby Girl | Virushka Baby Girl Video,jSseXnm0z6Q,https://www.youtube.com/watch?v=jSseXnm0z6Q,WTF Bollywood News,No,No,Yes,No,No,Clickbait
Aishwarya Amitabh Bachchan के रिश्ते का काला सच आया सामने | Dark Secrets of Bachchan Family,Zs--zrRrUzk,https://www.youtube.com/watch?v=Zs--zrRrUzk,PR Bollywood,Yes,Yes,Yes,Yes,Yes,Clickbait
"शादी से पहले अपनी सास Dimple Kapadia को दिल दे बैठे थे Akshay Kumar, Shocking Affairs",miXs3RKeyjU,https://www.youtube.com/watch?v=miXs3RKeyjU,PR Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
Why Bollywood Actresses Go to A Secret Palace Every Year,esJD_DvM0Cg,https://www.youtube.com/watch?v=esJD_DvM0Cg,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
"10 Secret Tattoos of Bollywood Stars | Deepika Padukone, Alia Bhatt, Priyanka Chopra, Sara Ali Khan",NW_lNs5imhk,https://www.youtube.com/watch?v=NW_lNs5imhk,Filmy Fry,No,No,Yes,Yes,Yes,Clickbait
Top 10 Highly Educated Celebrities of Bollywood You Won't Believe | Highly Educated Bollywood Stars,2XifkqnMI0Q,https://www.youtube.com/watch?v=2XifkqnMI0Q,Mr. Reporter,No,No,No,No,Yes,Clickbait
10 Real Life Sisters of Bollywood Actor | You Don't Know,RVEUlE19-Y8,https://www.youtube.com/watch?v=RVEUlE19-Y8,10 DEGREE INDIAN FACTS,Yes,Yes,No,Yes,Yes,Clickbait
"Amitabh Bachchan Death: नहीं रहे बॉलीवुड एक्टर, हिंदी सिनेमा को लगा 3 बड़ा झटका | OMG On Fake 2020",YP4JIjGOHhY,https://www.youtube.com/watch?v=YP4JIjGOHhY,ROUND WORLD NEWS,Yes,Yes,No,Yes,No,Clickbait
Amitabh Bachchan’s Death News Gave Abhishek Severe Attack,s9O_ZAo1vtA,https://www.youtube.com/watch?v=s9O_ZAo1vtA,WHATS UP BOLLYWOOD,Yes,Yes,Yes,Yes,No,Clickbait
"अमिताभ बच्चन की हुई मौत,Amitabh Bachchan Death,Bollywood Death News",SRgCqV3N7bk,https://www.youtube.com/watch?v=SRgCqV3N7bk,Gold Price Aaj Ka,Yes,Yes,Yes,Yes,No,Clickbait
Amitabh Bachchan Death Today? | नही रहे अमिताभजी || Death Due To Corona Virus ?|| कोरोना से मौत ? ||,rn7SvGDs8MY,https://www.youtube.com/watch?v=rn7SvGDs8MY,CA News,Yes,Yes,Yes,Yes,Yes,Clickbait
New Love Affair in Amitabh Bachchan's Family,PkhQ6ZyppSs,https://www.youtube.com/watch?v=PkhQ6ZyppSs,Smoky Evening,Yes,No,No,Yes,Yes,Clickbait
Priyanka Chopra's Secrets For Baby Planning,1UEqW-wGOpA,https://www.youtube.com/watch?v=1UEqW-wGOpA,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
Anushka Sharma Has Special Reationship with Sakshi Dhoni,6PnJbHRAhTk,https://www.youtube.com/watch?v=6PnJbHRAhTk,Smoky Evening,No,Yes,No,No,Yes,Clickbait
Priyanka Chopra Reaction on Anushka Sharma's Baby Girl with Virat Kohli,t1_x1OKXZyQ,https://www.youtube.com/watch?v=t1_x1OKXZyQ,Smoky Evening,No,No,No,Yes,Yes,Clickbait
Secret Married Life of Sunny Deol,x_Q3LGP5fxc,https://www.youtube.com/watch?v=x_Q3LGP5fxc,Smoky Evening,Yes,Yes,No,No,Yes,Clickbait
"Sushant Singh Rajput को भूल चुकी है Ankita Lokhande, Transparent साड़ी में हॉट डांस वीडियो हुआ वायरल",7YIPrXYe0xs,https://www.youtube.com/watch?v=7YIPrXYe0xs,PR Bollywood,Yes,Yes,Yes,Yes,Yes,Clickbait
"ब्रेकअप के बाद बिलकुल बदल गई है Aamir Khan की बेटी Ira Khan, बिकिनी में करवाया Hot Photoshoot",5wlFEOQSUfQ,https://www.youtube.com/watch?v=5wlFEOQSUfQ,PR Bollywood,Yes,No,Yes,Yes,No,Clickbait
Salaar Official Trailer | Prabhas | Shruti Haasan | Mohanlal | Prashanth Neel | 2021 Movie,YeLMDQWSXpE,https://www.youtube.com/watch?v=YeLMDQWSXpE,PR Bollywood,Yes,Yes,No,No,No,Clickbait
"क्या से क्या होती चली गई Deepika Padukone, ऐसे बनी सबसे महंगी हीरोइन",hfmk-tPeK7E,https://www.youtube.com/watch?v=hfmk-tPeK7E,PR Bollywood,Yes,Yes,Yes,Yes,Yes,Clickbait
सिर्फ Towel में बाथरूम के अंदर Priyanka Chopra ने करवाया Bold Photoshoot वीडियो हुआ वायरल,y1-dvkI0iAY,https://www.youtube.com/watch?v=y1-dvkI0iAY,PR Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
Sanjay dutt health condition today | sanjay dutt health update in hindi | Bollywood news |,HqErzpTzSS0,https://www.youtube.com/watch?v=HqErzpTzSS0,Bilal Speaks,Yes,Yes,Yes,Yes,No,Clickbait
Ajay Devgan And Kajol's Daughter Nysa Devgan Latest sad news | Bollywood news update in hindi |,C2N_DR_b9Xg,https://www.youtube.com/watch?v=C2N_DR_b9Xg,Bilal Speaks,Yes,Yes,Yes,Yes,Yes,Clickbait
Finally Deepika Padukone is Pregnant  | deepika padukone pregnant 2021 latest news | Bollywood news,-8Lqqq6A0n8,https://www.youtube.com/watch?v=-8Lqqq6A0n8,Bilal Speaks,Yes,Yes,No,Yes,No,Clickbait
Priyanka Chopra UPSET With Shah Rukh Khan For Attending Deepika Ranveer's Wedding,97I_wJxDepI,https://www.youtube.com/watch?v=97I_wJxDepI,Bollywood Now,Yes,Yes,Yes,Yes,No,Clickbait
Shahrukh Khan Ends Cold WAR With Ex Priyanka Chopra As He ATTENDS Her WEDDING Reception,aeCz46bFRik,https://www.youtube.com/watch?v=aeCz46bFRik,CDS Bollywood Tweets,No,Yes,Yes,No,No,Clickbait
10 Bollywood Couples Who Are in Long Distance Marriage,OrV6rc_VjhI,https://www.youtube.com/watch?v=OrV6rc_VjhI,Smoky Evening,Yes,Yes,No,No,Yes,Clickbait
"20 Shocking AGE Difference of Bollywood Couples | Indian Couple AGE GAP|Priyanka Chopra,Deepika",AWOVvOUrz9Y,https://www.youtube.com/watch?v=AWOVvOUrz9Y,Lahari Entertainment Channel,No,No,Yes,Yes,Yes,Clickbait
"Bollywood Couples With a Big Age Gap Difference - 2018 - Shahrukh Khan, Amir Khan, Shahid Kapoor",54k6RZj1s1E,https://www.youtube.com/watch?v=54k6RZj1s1E,Akhil Info,Yes,Yes,Yes,Yes,Yes,Clickbait
10 Bollywood Couples Who Were Engaged But Never Married to each other,Z5knQTc76vU,https://www.youtube.com/watch?v=Z5knQTc76vU,Smoky Evening,Yes,Yes,No,No,Yes,Clickbait
Bollywood Couples Who Were in Live-in Relationship,1spCac12CfY,https://www.youtube.com/watch?v=1spCac12CfY,Smoky Evening,Yes,No,No,Yes,No,Clickbait
10 Bollywood Couples Who Got Engaged Officially But Never Married To Each Other,0WcP7ZwpIOY,https://www.youtube.com/watch?v=0WcP7ZwpIOY,Mr. Reporter,Yes,No,No,No,Yes,Clickbait
10 Most Expensive Divorces in Bollywood,6hw3kkNdbLo,https://www.youtube.com/watch?v=6hw3kkNdbLo,Smoky Evening,No,No,No,No,Yes,Clickbait
10 Most Shocking Divorces in Bollywood,QHExzvimbGc,https://www.youtube.com/watch?v=QHExzvimbGc,Filmy Fry,Yes,Yes,Yes,Yes,No,Clickbait
Top 12 Most Expensive Divorces Of Bollywood Actors 2020 | You Won't Believe,qJuGHovSRE0,https://www.youtube.com/watch?v=qJuGHovSRE0,Pakistani Stars Tv,Yes,Yes,Yes,Yes,Yes,Clickbait
Bollywood Actors Who Are Gay,ELYg5_IDUE8,https://www.youtube.com/watch?v=ELYg5_IDUE8,Smoky Evening,Yes,Yes,No,Yes,No,Clickbait
10 Bollywood Actors Who are Womanizers and Playboy,uoiQYyVfKwY,https://www.youtube.com/watch?v=uoiQYyVfKwY,Smoky Evening,Yes,Yes,No,Yes,No,Clickbait
Student Of The Year 3 Trailer | Tiger Shroff | Disha Patani | Alaia Furniturewalla | Karan Johar,3NH4w1X8QwQ,https://www.youtube.com/watch?v=3NH4w1X8QwQ,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Student Of The Year 3 Official Trailer | Tiger Shroff |Disha  |Alaia Furniturewalla |Concept Trailer,6ZAQU7Hl2Kk,https://www.youtube.com/watch?v=6ZAQU7Hl2Kk,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
rajinikanth latest news | Rajinikanth health news| Bollywood latest news in hindi | #bollywood,r9y3KkoMa_4,https://www.youtube.com/watch?v=r9y3KkoMa_4,Khabar Guru,Yes,Yes,Yes,Yes,No,Clickbait
Rajinikanth Death Video,zhfJrvI3x-A,https://www.youtube.com/watch?v=zhfJrvI3x-A,Viral Videos,Yes,Yes,No,Yes,No,Clickbait
Padmavati 2  new official movie fanmade trailer,L1OREVCgFOA,https://www.youtube.com/watch?v=L1OREVCgFOA,FILM ZONE,No,Yes,No,No,No,Clickbait
Salman Khan death #SalmanKhandeathnews   #Soyalkhandeath,BH3t8GSR9OE,https://www.youtube.com/watch?v=BH3t8GSR9OE,Mukesh Niwad,Yes,Yes,No,Yes,No,Clickbait
Sanjay Dutt Fight With Shahrukh Khan For Salman Khan @Bollywood Samachar,fmZ7hEP3V4I,https://www.youtube.com/watch?v=fmZ7hEP3V4I,Bollywood Samachar,Yes,Yes,Yes,No,Yes,Clickbait
Aamir Khan's Daughter Ira Khan Has Got Married Secretly ?,uK8deB01EN0,https://www.youtube.com/watch?v=uK8deB01EN0,Smoky Evening,No,Yes,No,No,Yes,Clickbait
Another Sad News For Salman Khan and His Fans,F6Amq4YCDPo,https://www.youtube.com/watch?v=F6Amq4YCDPo,Smoky Evening,No,Yes,No,No,Yes,Clickbait
Why Taimur Ali Khan Gets Tattoo on His Hand,re0bNbmB7DU,https://www.youtube.com/watch?v=re0bNbmB7DU,Smoky Evening,Yes,Yes,No,No,Yes,Clickbait
Varun Dhawan is Suffering From Depression ?,9MTVHXVYrKY,https://www.youtube.com/watch?v=9MTVHXVYrKY,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
Everything is Fine Between  Alia Bhatt and Ranbir Kapor ?,3M0uBvtLyFo,https://www.youtube.com/watch?v=3M0uBvtLyFo,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
